DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
MA,6100,PA200000014,18,2019 SMALL DIAMETER W & WW PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,8400000,6298940.49,4386045.43,11/14/2019,12/31/2023,10,Competitive Acquisition,09/21/0019,16,Professional Services,10,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP263,12/09/2024,MA6100PA20000001418MAR3044500
MA,6100,PA200000014,18,2019 SMALL DIAMETER W & WW PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,8400000,6298940.49,4386045.43,11/14/2019,12/31/2023,10,Competitive Acquisition,09/21/0019,16,Professional Services,2,V00000902075,MILLER GRAY LLC,N/A,RFQS,6100,CLMP263,12/09/2024,MA6100PA20000001418V00000902075
MA,6100,PA200000014,18,2019 SMALL DIAMETER W & WW PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,8400000,6298940.49,4386045.43,11/14/2019,12/31/2023,10,Competitive Acquisition,09/21/0019,16,Professional Services,13,V00000934970,RILEY MOUNTAIN ENGINEERING LLC,N/A,RFQS,6100,CLMP263,12/09/2024,MA6100PA20000001418V00000934970
MA,6100,PA200000014,18,2019 SMALL DIAMETER W & WW PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,8400000,6298940.49,4386045.43,11/14/2019,12/31/2023,10,Competitive Acquisition,09/21/0019,16,Professional Services,7,VIC7091950,VICKREY & ASSOC LLC,N/A,RFQS,6100,CLMP263,12/09/2024,MA6100PA20000001418VIC7091950
MA,6100,PA200000014,18,2019 SMALL DIAMETER W & WW PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,8400000,6298940.49,4386045.43,11/14/2019,12/31/2023,10,Competitive Acquisition,09/21/0019,16,Professional Services,8,VS0000002369,KENNEDY/JENKS CONSULTANTS INC,KENNEDY/JENKS CONSULTANTS,RFQS,6100,CLMP263,12/09/2024,MA6100PA20000001418VS0000002369
MA,6100,PA200000014,18,2019 SMALL DIAMETER W & WW PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,8400000,6298940.49,4386045.43,11/14/2019,12/31/2023,10,Competitive Acquisition,09/21/0019,16,Professional Services,3,WES5125100,WESTON SOLUTIONS INC,"WESTON SOLUTIONS, INC.",RFQS,6100,CLMP263,12/09/2024,MA6100PA20000001418WES5125100
MA,6100,PA200000049,4,2020 DSD CONSTRUCTION MATERIALS ENGINEERING SERVICES RL,,Capital Contracting Office,unknown,unknown,5000000,4432500,2681402.47,05/07/2020,12/31/2024,10,Competitive Acquisition,03/28/0020,7,Professional Services,2,BRY0839750,"FUGRO USA LAND, INC",N/A,RFQS,6100,CLMP285,12/09/2024,MA6100PA2000000494BRY0839750
MA,6100,PA200000049,4,2020 DSD CONSTRUCTION MATERIALS ENGINEERING SERVICES RL,,Capital Contracting Office,unknown,unknown,5000000,4432500,2681402.47,05/07/2020,12/31/2024,10,Competitive Acquisition,03/28/0020,7,Professional Services,4,RAB3833500,"RABA KISTNER, INC.",N/A,RFQS,6100,CLMP285,12/09/2024,MA6100PA2000000494RAB3833500
MA,6100,PA200000049,4,2020 DSD CONSTRUCTION MATERIALS ENGINEERING SERVICES RL,,Capital Contracting Office,unknown,unknown,5000000,4432500,2681402.47,05/07/2020,12/31/2024,10,Competitive Acquisition,03/28/0020,7,Professional Services,5,V00000911256,RODRIGUEZ ENGINEERING LABORATORIES LLC,RODRIGUEZ ENGINEERING LABORATORIES OR RODRIGUEZ ENGINEERING,RFQS,6100,CLMP285,12/09/2024,MA6100PA2000000494V00000911256
MA,6100,PA200000058,7,2020 BUILDING COMMISSIONING (CX)SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,3750000,2938988.19,1406417.62,06/18/2020,06/17/2024,10,Competitive Acquisition,03/28/0020,6,Professional Services,4,GOO7062470,GOODWIN ENGINEERING INC,N/A,RFQS,6100,CLMP275,12/09/2024,MA6100PA2000000587GOO7062470
MA,6100,PA200000058,7,2020 BUILDING COMMISSIONING (CX)SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,3750000,2938988.19,1406417.62,06/18/2020,06/17/2024,10,Competitive Acquisition,03/28/0020,6,Professional Services,2,JAS2584500,JASMINE ENGINEERING INC,N/A,RFQS,6100,CLMP275,12/09/2024,MA6100PA2000000587JAS2584500
MA,6100,PA200000058,7,2020 BUILDING COMMISSIONING (CX)SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,3750000,2938988.19,1406417.62,06/18/2020,06/17/2024,10,Competitive Acquisition,03/28/0020,6,Professional Services,1,V00000917399,"NODAL PARTNERS, LLC",BEE,RFQS,6100,CLMP275,12/09/2024,MA6100PA2000000587V00000917399
MA,6100,PA200000058,7,2020 BUILDING COMMISSIONING (CX)SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,3750000,2938988.19,1406417.62,06/18/2020,06/17/2024,10,Competitive Acquisition,03/28/0020,6,Professional Services,5,V00000930436,"PAGE SOUTHERLAND PAGE, INC.",N/A,RFQS,6100,CLMP275,12/09/2024,MA6100PA2000000587V00000930436
MA,6100,PA200000058,7,2020 BUILDING COMMISSIONING (CX)SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,3750000,2938988.19,1406417.62,06/18/2020,06/17/2024,10,Competitive Acquisition,03/28/0020,6,Professional Services,3,VS0000011064,"TEXAS ENERGY ENGINEERING SERVICES, INC.",TEESI ENGINEERING,RFQS,6100,CLMP275,12/09/2024,MA6100PA2000000587VS0000011064
MA,6100,PA210000001,3,"2020 LOCAL MOBILITY FIELD ENG. FOR PED, BIKE, & TRAIL RL",,Capital Contracting Office,unknown,unknown,9000000,8135100.24,6703142.01,10/23/2020,10/22/2025,55,Pers / Prof / Plan Svcs (252),07/31/0020,81,Sole and Single Source,2,HDR8318192,HDR ENGINEERING INC,N/A,RFQS,6100,CLMP301,12/09/2024,MA6100PA2100000013HDR8318192
MA,6100,PA210000001,3,"2020 LOCAL MOBILITY FIELD ENG. FOR PED, BIKE, & TRAIL RL",,Capital Contracting Office,unknown,unknown,9000000,8135100.24,6703142.01,10/23/2020,10/22/2025,55,Pers / Prof / Plan Svcs (252),07/31/0020,81,Sole and Single Source,5,KLO7118020,"RPS INFRASTRUCTURE, INC.",N/A,RFQS,6100,CLMP301,12/09/2024,MA6100PA2100000013KLO7118020
MA,6100,PA210000001,3,"2020 LOCAL MOBILITY FIELD ENG. FOR PED, BIKE, & TRAIL RL",,Capital Contracting Office,unknown,unknown,9000000,8135100.24,6703142.01,10/23/2020,10/22/2025,55,Pers / Prof / Plan Svcs (252),07/31/0020,81,Sole and Single Source,3,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP301,12/09/2024,MA6100PA2100000013MAR3044500
MA,6100,PA210000001,3,"2020 LOCAL MOBILITY FIELD ENG. FOR PED, BIKE, & TRAIL RL",,Capital Contracting Office,unknown,unknown,9000000,8135100.24,6703142.01,10/23/2020,10/22/2025,55,Pers / Prof / Plan Svcs (252),07/31/0020,81,Sole and Single Source,4,PAP8302018,PAPE-DAWSON CONSULTING ENGINEERS INC,PAPE-DAWSON ENGINEERS,RFQS,6100,CLMP301,12/09/2024,MA6100PA2100000013PAP8302018
MA,6100,PA210000001,3,"2020 LOCAL MOBILITY FIELD ENG. FOR PED, BIKE, & TRAIL RL",,Capital Contracting Office,unknown,unknown,9000000,8135100.24,6703142.01,10/23/2020,10/22/2025,55,Pers / Prof / Plan Svcs (252),07/31/0020,81,Sole and Single Source,1,V00000939969,"CIVILITUDE, LLC",N/A,RFQS,6100,CLMP301,12/09/2024,MA6100PA2100000013V00000939969
MA,6100,PA210000039,3,2021 ROOFING & WATERPROOFING CONSULTANT SERVICES RL,,Capital Contracting Office,unknown,unknown,1400000,447909.15,197858.56,02/12/2021,12/31/2024,10,Competitive Acquisition,12/12/0020,1,Professional Services,6,RAB3833500,"RABA KISTNER, INC.",N/A,RFQS,6100,CLMP307,12/09/2024,MA6100PA2100000393RAB3833500
MA,6100,PA210000039,3,2021 ROOFING & WATERPROOFING CONSULTANT SERVICES RL,,Capital Contracting Office,unknown,unknown,1400000,447909.15,197858.56,02/12/2021,12/31/2024,10,Competitive Acquisition,12/12/0020,1,Professional Services,5,V00000908557,"PBK ARCHITECTS, INC.",PBK OR BEAM PROFESSIONALS,RFQS,6100,CLMP307,12/09/2024,MA6100PA2100000393V00000908557
MA,6100,PA210000039,3,2021 ROOFING & WATERPROOFING CONSULTANT SERVICES RL,,Capital Contracting Office,unknown,unknown,1400000,447909.15,197858.56,02/12/2021,12/31/2024,10,Competitive Acquisition,12/12/0020,1,Professional Services,2,V00000926156,BRAUN INTERTEC CORPORATION,N/A,RFQS,6100,CLMP307,12/09/2024,MA6100PA2100000393V00000926156
MA,6100,PA210000039,3,2021 ROOFING & WATERPROOFING CONSULTANT SERVICES RL,,Capital Contracting Office,unknown,unknown,1400000,447909.15,197858.56,02/12/2021,12/31/2024,10,Competitive Acquisition,12/12/0020,1,Professional Services,4,V00000931367,KITCHELL CORPORATION,KITCHELL CEM,RFQS,6100,CLMP307,12/09/2024,MA6100PA2100000393V00000931367
MA,6100,PA210000039,3,2021 ROOFING & WATERPROOFING CONSULTANT SERVICES RL,,Capital Contracting Office,unknown,unknown,1400000,447909.15,197858.56,02/12/2021,12/31/2024,10,Competitive Acquisition,12/12/0020,1,Professional Services,1,V00000943082,"AMTECH SOLUTIONS, INC.",N/A,RFQS,6100,CLMP307,12/09/2024,MA6100PA2100000393V00000943082
MA,6100,PA210000039,3,2021 ROOFING & WATERPROOFING CONSULTANT SERVICES RL,,Capital Contracting Office,unknown,unknown,1400000,447909.15,197858.56,02/12/2021,12/31/2024,10,Competitive Acquisition,12/12/0020,1,Professional Services,3,VS0000031778,"ENGINEERED EXTERIORS, LLC",N/A,RFQS,6100,CLMP307,12/09/2024,MA6100PA2100000393VS0000031778
MA,6100,PA210000039,3,2021 ROOFING & WATERPROOFING CONSULTANT SERVICES RL,,Capital Contracting Office,unknown,unknown,1400000,447909.15,197858.56,02/12/2021,12/31/2024,10,Competitive Acquisition,12/12/0020,1,Professional Services,7,WIS7088500,"WISS, JANNEY, ELSTNER  ASSOCIATES INC",N/A,RFQS,6100,CLMP307,12/09/2024,MA6100PA2100000393WIS7088500
MA,6100,PA210000056,4,"AE STAFF AUGMENTATION, ENG. AND REL. ENG SERVICES RL",,Capital Contracting Office,unknown,unknown,48375000,33260542.71,17445278.85,04/19/2021,05/02/2026,55,Pers / Prof / Plan Svcs (252),03/06/0021,17,Sole and Single Source,2,V00000907190,"ALLEGIS GROUP HOLDINGS, INC.","TEKSYSTEMS, INC. OR AEROTEK, INC. OR ACTALENT SERVICES, LLC",RFQS,6100,CLMP312,12/09/2024,MA6100PA2100000564V00000907190
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,4,CAM0933250,CDM SMITH INC,N/A,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673CAM0933250
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,3,CAS7170685,"CAS CONSULTING AND SERVICES, INC.",N/A,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673CAS7170685
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,5,CHI7027035,CP&Y INC,STV INFRASTRUCTURE,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673CHI7027035
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,1,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673EAR8307803
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,6,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673FRE1930500
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,7,JAC8308529,JACOBS ENGINEERING GROUP INC,JACOBS ENGINEERING GROUP,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673JAC8308529
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,8,KFR8309453,K FRIESE & ASSOC INC,N/A,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673KFR8309453
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,9,LOC2921000,LOCKWOOD ANDREWS & NEWNAM INC,N/A,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673LOC2921000
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,10,PAP8302018,"PAPE-DAWSON CONSULTING ENGINEERS, LLC",PAPE-DAWSON ENGINEERS,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673PAP8302018
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,11,PAR8316134,PARSONS WATER & INFRASTRUCTURE INC,N/A,RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673PAR8316134
MA,6100,PA220000067,3,2022 LARGE DIAMETER W&WW PIPELINE ENG SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,24000000,5999352.57,954325.13,08/08/2022,12/31/2025,10,Competitive Acquisition,05/21/0022,1,Professional Services,12,V00000914694,"H.W. LOCHNER, INC.","K FRIESE & ASSOCIATES, LLC",RFQS,6100,CLMP331,12/09/2024,MA6100PA2200000673V00000914694
MA,6100,PA220000102,1,2022 AUSTIN WATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,389260.38,0,08/16/2022,09/30/2026,55,Pers / Prof / Plan Svcs (252),06/11/0022,22,Sole and Single Source,2,ARC8304977,ARCADIS US INC,N/A,RFQS,6100,CLMP329,12/09/2024,MA6100PA2200001021ARC8304977
MA,6100,PA220000102,1,2022 AUSTIN WATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,389260.38,0,08/16/2022,09/30/2026,55,Pers / Prof / Plan Svcs (252),06/11/0022,22,Sole and Single Source,4,BLA7158805,BLACK & VEATCH CORPORATION,N/A,RFQS,6100,CLMP329,12/09/2024,MA6100PA2200001021BLA7158805
MA,6100,PA220000102,1,2022 AUSTIN WATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,389260.38,0,08/16/2022,09/30/2026,55,Pers / Prof / Plan Svcs (252),06/11/0022,22,Sole and Single Source,3,CHI7027035,CP&Y INC,N/A,RFQS,6100,CLMP329,12/09/2024,MA6100PA2200001021CHI7027035
MA,6100,PA220000102,1,2022 AUSTIN WATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,389260.38,0,08/16/2022,09/30/2026,55,Pers / Prof / Plan Svcs (252),06/11/0022,22,Sole and Single Source,5,HUR2455500,HARUTUNIAN ENGINEERING INC,N/A,RFQS,6100,CLMP329,12/09/2024,MA6100PA2200001021HUR2455500
MA,6100,PA220000102,1,2022 AUSTIN WATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,389260.38,0,08/16/2022,09/30/2026,55,Pers / Prof / Plan Svcs (252),06/11/0022,22,Sole and Single Source,6,JAC8308529,JACOBS ENGINEERING GROUP INC,JACOBS ENGINEERING GROUP,RFQS,6100,CLMP329,12/09/2024,MA6100PA2200001021JAC8308529
MA,6100,PA220000102,1,2022 AUSTIN WATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,389260.38,0,08/16/2022,09/30/2026,55,Pers / Prof / Plan Svcs (252),06/11/0022,22,Sole and Single Source,1,PLU3704750,ALAN PLUMMER ASSOCIATES INC,PLUMMER ASSOCIATES INC. OR PLUMMER,RFQS,6100,CLMP329,12/09/2024,MA6100PA2200001021PLU3704750
MA,6100,PA220000102,1,2022 AUSTIN WATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,389260.38,0,08/16/2022,09/30/2026,55,Pers / Prof / Plan Svcs (252),06/11/0022,22,Sole and Single Source,7,V00000915700,"SIGNATURE AUTOMATION, LLC",N/A,RFQS,6100,CLMP329,12/09/2024,MA6100PA2200001021V00000915700
MA,6100,PA220000120,1,2022 INSPECTION & ANALYSIS OF POWER GENERATION FACILITIES RL,,Capital Contracting Office,unknown,unknown,6000000,54529.56,34936.29,08/10/2022,08/09/2025,55,Pers / Prof / Plan Svcs (252),06/18/0022,20,Sole and Single Source,1,V00000917260,"INTERTEK USA, INC.",INTERTEK AIM,RFQS,6100,CLMP323,12/09/2024,MA6100PA2200001201V00000917260
MA,6100,PA220000120,1,2022 INSPECTION & ANALYSIS OF POWER GENERATION FACILITIES RL,,Capital Contracting Office,unknown,unknown,6000000,54529.56,34936.29,08/10/2022,08/09/2025,55,Pers / Prof / Plan Svcs (252),06/18/0022,20,Sole and Single Source,2,V00000978950,METALLURGICAL ENGINEERING SERVICES INC,N/A,RFQS,6100,CLMP323,12/09/2024,MA6100PA2200001201V00000978950
MA,6100,PA230000026,1,2022 BUILDING COMMISSION (CX) SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,732664.38,68139.69,02/16/2023,12/31/2025,10,Competitive Acquisition,11/17/0022,14,Professional Services,2,ENE1739000,ENERGY ENGINEERING ASSOC INC,EEA CONSULTING ENGINEERS,RFQS,6100,CLMP337,12/09/2024,MA6100PA2300000261ENE1739000
MA,6100,PA230000026,1,2022 BUILDING COMMISSION (CX) SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,732664.38,68139.69,02/16/2023,12/31/2025,10,Competitive Acquisition,11/17/0022,14,Professional Services,3,GOO7062470,GOODWIN ENGINEERING INC,N/A,RFQS,6100,CLMP337,12/09/2024,MA6100PA2300000261GOO7062470
MA,6100,PA230000026,1,2022 BUILDING COMMISSION (CX) SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,732664.38,68139.69,02/16/2023,12/31/2025,10,Competitive Acquisition,11/17/0022,14,Professional Services,4,JAS2584500,JASMINE ENGINEERING INC,N/A,RFQS,6100,CLMP337,12/09/2024,MA6100PA2300000261JAS2584500
MA,6100,PA230000026,1,2022 BUILDING COMMISSION (CX) SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,732664.38,68139.69,02/16/2023,12/31/2025,10,Competitive Acquisition,11/17/0022,14,Professional Services,6,V00000917399,"NODAL PARTNERS, LLC",BEE,RFQS,6100,CLMP337,12/09/2024,MA6100PA2300000261V00000917399
MA,6100,PA230000026,1,2022 BUILDING COMMISSION (CX) SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,732664.38,68139.69,02/16/2023,12/31/2025,10,Competitive Acquisition,11/17/0022,14,Professional Services,7,V00000930436,"PAGE SOUTHERLAND PAGE, INC.",N/A,RFQS,6100,CLMP337,12/09/2024,MA6100PA2300000261V00000930436
MA,6100,PA230000026,1,2022 BUILDING COMMISSION (CX) SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,732664.38,68139.69,02/16/2023,12/31/2025,10,Competitive Acquisition,11/17/0022,14,Professional Services,1,VS0000005549,COMMAND COMMISSIONING LLC,N/A,RFQS,6100,CLMP337,12/09/2024,MA6100PA2300000261VS0000005549
MA,6100,PA230000026,1,2022 BUILDING COMMISSION (CX) SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,732664.38,68139.69,02/16/2023,12/31/2025,10,Competitive Acquisition,11/17/0022,14,Professional Services,9,VS0000011064,"TEXAS ENERGY ENGINEERING SERVICES, INC.",TEESI ENGINEERING,RFQS,6100,CLMP337,12/09/2024,MA6100PA2300000261VS0000011064
MA,6100,PA230000026,1,2022 BUILDING COMMISSION (CX) SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,732664.38,68139.69,02/16/2023,12/31/2025,10,Competitive Acquisition,11/17/0022,14,Professional Services,5,VS0000028414,LCCX LLC,LACKEY DE CARVAJAL CX,RFQS,6100,CLMP337,12/09/2024,MA6100PA2300000261VS0000028414
MA,6100,PA230000057,1,2023 SUBSURFACE UTILITY ENGINEERING (SUE) SERVICES RL,,Capital Contracting Office,unknown,unknown,4800000,0,0,02/28/2023,02/28/2027,10,Competitive Acquisition,11/17/0022,33,Professional Services,1,COB7111480,COBB FENDLEY & ASSOC INC,N/A,RFQS,6100,CLMP316,12/09/2024,MA6100PA2300000571COB7111480
MA,6100,PA230000057,1,2023 SUBSURFACE UTILITY ENGINEERING (SUE) SERVICES RL,,Capital Contracting Office,unknown,unknown,4800000,0,0,02/28/2023,02/28/2027,10,Competitive Acquisition,11/17/0022,33,Professional Services,2,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP316,12/09/2024,MA6100PA2300000571HAL7038625
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,10,BIN7163385,BINKLEY & BARFIELD INC,N/A,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751BIN7163385
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,4,BRO8318275,"BGE, INC",BROWN & GAY ENGINEERS INC,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751BRO8318275
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,7,COB7111480,COBB FENDLEY & ASSOC INC,N/A,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751COB7111480
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,5,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751EAR8307803
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,8,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751FRE1930500
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,11,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751HAL7038625
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,05/01/2023,04/30/2026,10,Competitive Acquisition,02/25/0023,17,Professional Services,1,HDR8318192,HDR ENGINEERING INC,N/A,RFQS,6100,CLMP338,12/09/2024,MA6100PA2300000751HDR8318192
